,Places,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,Labels
35,Najeti Golf Hôtel de Valescure,2.089266300201416,2.7762601375579834,4.757882118225098,1.958682894706726,2.498563051223755,-1.3189411163330078,4.893600940704346,0.44049516320228577,2.3818864822387695,2.1424319744110107,2.8463799953460693,-1.9188518524169922,3.5305702686309814,-1.2521257400512695,-0.9554372429847717,2.273574113845825,6.425673007965088,-0.6835296750068665,0.5793097019195557,2.104142189025879,Hotel
36,Grand Hyatt Cannes Hôtel Martinez,-0.12722280621528625,-5.692144870758057,6.69025182723999,1.3754940032958984,4.482317924499512,1.350277066230774,4.0314717292785645,2.5692598819732666,1.1029009819030762,0.25552433729171753,0.14835943281650543,2.841055154800415,2.870640754699707,-0.6899896264076233,-3.8422653675079346,-7.910591125488281,-0.30080410838127136,1.61542809009552,0.641291081905365,1.6940093040466309,Hotel
37,La Palme d'Or,2.7333126068115234,-6.08498477935791,8.773252487182617,7.394526958465576,-0.3858448565006256,-0.5672570466995239,8.682682037353516,2.767517328262329,0.04249878600239754,1.7195148468017578,0.4113410413265228,-2.9410488605499268,4.634573936462402,-0.3149556815624237,1.7235625982284546,1.2924635410308838,-1.4119820594787598,-4.084247589111328,3.541353940963745,1.7196029424667358,Restaurant
38,Noun,-1.9059007167816162,-4.040125846862793,7.213963031768799,2.7819905281066895,-0.5396378636360168,1.1182334423065186,0.47419512271881104,5.704196453094482,4.530109405517578,-0.7348863482475281,9.254261016845703,-3.0012190341949463,2.736821413040161,0.7815872430801392,-0.8564688563346863,0.5678579211235046,6.792057991027832,-2.9947926998138428,1.2520736455917358,-0.0031189266592264175,Restaurant
39,L'Assiette Provençale,-0.4154353439807892,-3.112187147140503,4.084702491760254,1.895142912864685,1.493600606918335,-2.5857062339782715,0.1416805386543274,-1.3329063653945923,4.197851181030273,-1.0107154846191406,4.543511390686035,-2.4965877532958984,4.323798179626465,0.06621713191270828,-0.38737061619758606,-0.03492937609553337,4.466011047363281,0.6637232899665833,-0.3928070068359375,0.5077865123748779,Restaurant
40,JW Grill Cannes,1.1196973323822021,-6.029808044433594,-1.39485502243042,-2.6232714653015137,1.2031223773956299,-1.1417657136917114,2.9788105487823486,0.8745304942131042,1.2593953609466553,8.119108200073242,10.070372581481934,-3.1085216999053955,1.681037425994873,-3.5914065837860107,0.33428695797920227,-0.9897170066833496,7.39422607421875,1.9707729816436768,-1.6664621829986572,1.9778242111206055,Restaurant
41,InterContinental Carlton Cannes,1.5819792747497559,-0.9547284245491028,7.20900297164917,1.8841638565063477,1.9163495302200317,-1.3519573211669922,1.2069882154464722,1.8695409297943115,-0.5616598725318909,1.8424928188323975,2.3367321491241455,1.479640245437622,0.03420623019337654,-2.212353229522705,1.6648238897323608,-2.86833119392395,6.160158157348633,-2.1744914054870605,-2.6869585514068604,1.6763843297958374,Restaurant
42,Le Voilier,3.0884344577789307,-7.496544361114502,4.981678485870361,-5.2542595863342285,-2.1758205890655518,2.1591296195983887,-0.8134688138961792,0.28875771164894104,1.6945494413375854,4.756777286529541,5.402367115020752,-8.031611442565918,5.445072174072266,-4.769866466522217,-4.622919082641602,0.46763136982917786,0.6767915487289429,-4.8253045082092285,-0.7433304786682129,-1.2701263427734375,Restaurant
43,Al Charq,-0.14909614622592926,-5.720522403717041,7.210341930389404,3.6723315715789795,1.8205385208129883,2.1781206130981445,-1.9012410640716553,-2.5207533836364746,4.4684038162231445,-0.4345144033432007,6.701965808868408,-4.18416166305542,1.0326944589614868,-9.478022575378418,-0.8995291590690613,0.8014336824417114,0.7314724326133728,-0.15004736185073853,-5.49061393737793,-4.871267795562744,Restaurant
44,Mantel,-0.459959477186203,-2.0500645637512207,4.239270210266113,2.61430287361145,-1.052109718322754,5.8269429206848145,4.533347129821777,-2.8311798572540283,0.11001956462860107,-1.2983765602111816,2.5523812770843506,-0.5340284109115601,1.6162532567977905,-0.6725565791130066,-5.953908443450928,-4.459803581237793,5.388433456420898,0.5279300808906555,-1.5396406650543213,1.359675407409668,Restaurant
45,La Farigoule,0.20951679348945618,-8.104421615600586,6.177406311035156,-1.4787174463272095,-2.543443202972412,-2.0623250007629395,-2.4779679775238037,1.7227885723114014,0.32587316632270813,5.096079349517822,5.589670181274414,-5.010994911193848,3.033470869064331,-1.3604365587234497,0.2480766773223877,1.1498929262161255,8.955761909484863,-4.360475540161133,0.11473317444324493,-3.4353458881378174,Restaurant
46,Le Grand Café,-0.7478653192520142,-4.917938709259033,5.036157608032227,2.291445016860962,3.0110998153686523,-1.992803692817688,0.9522219300270081,-0.9356724619865417,3.207056760787964,-0.5723897218704224,8.60525894165039,-1.959722638130188,-3.5275280475616455,-6.098713397979736,-1.339107871055603,-0.7652946710586548,1.0295578241348267,-0.6053138375282288,-0.40022584795951843,-2.9837450981140137,Restaurant
47,Coffee & Cookies,3.541848659515381,0.15478138625621796,4.133701801300049,3.1373403072357178,5.117439270019531,2.759129762649536,2.460057020187378,-0.9563528299331665,3.5785915851593018,-0.8377096056938171,3.4671807289123535,-0.055339258164167404,4.245583534240723,0.7808187007904053,-2.9980247020721436,-3.675778865814209,2.2265045642852783,-2.6441493034362793,4.711124897003174,3.605260133743286,Restaurant
48,Caffé Roma,2.035029172897339,-2.683539390563965,1.3975461721420288,-2.3383219242095947,-1.449971318244934,-0.11265120655298233,1.249167561531067,-0.05007733032107353,-0.5433031916618347,0.3726840615272522,5.227855682373047,-3.0886459350585938,-0.12095906585454941,-2.096142292022705,0.39246323704719543,-1.018981695175171,6.199802875518799,-0.4068950414657593,-1.9454065561294556,-0.7919375896453857,Restaurant
49,Angolo Italiano,-0.5057176351547241,-6.571966648101807,6.90717077255249,-4.316648006439209,1.7868027687072754,0.7829116582870483,2.2923288345336914,2.361938238143921,0.5567521452903748,1.2153609991073608,9.97987174987793,-2.7022852897644043,6.113804817199707,1.2226094007492065,-2.924558162689209,-5.814727306365967,4.416437149047852,-1.047896385192871,-4.95274019241333,-2.710831642150879,Restaurant
50,Hôtel Gray d'Albion,4.253119945526123,0.8987269401550293,2.9355344772338867,1.207801342010498,3.03337025642395,2.074859857559204,2.1509640216827393,0.77919602394104,1.3853092193603516,3.730314254760742,2.897350311279297,-0.9381527304649353,-0.5049745440483093,-6.781513214111328,-1.6832075119018555,-0.42332613468170166,2.861588478088379,-3.677373170852661,-2.73534893989563,2.9825258255004883,Hotel
51,Le Cirque,4.436949253082275,-2.823096752166748,4.760740756988525,-2.040757179260254,-2.7618165016174316,0.37630054354667664,-0.2900133430957794,-2.891624927520752,0.4737313687801361,4.12433385848999,5.775614261627197,-1.0620496273040771,-2.5606331825256348,-3.3377928733825684,-0.57904052734375,-1.9623394012451172,2.292172908782959,-0.10013198107481003,-1.8588389158248901,-2.3691093921661377,Restaurant
52,Sushikan,-0.48153018951416016,-3.835777521133423,7.674984931945801,8.904983520507812,0.7359498143196106,0.63112473487854,4.209040641784668,-2.4636361598968506,0.2919694185256958,-3.9047443866729736,3.3153772354125977,-1.5078860521316528,4.623508453369141,-6.287329196929932,3.052325963973999,2.0658934116363525,2.44618821144104,4.4988908767700195,-1.873810887336731,0.16687311232089996,Restaurant
53,Da Mimmo,0.6868743896484375,-6.961153507232666,1.9680962562561035,3.8480958938598633,5.554452896118164,-4.587674617767334,3.4764368534088135,1.6953859329223633,-0.44685280323028564,0.7638865113258362,6.870626449584961,-5.769302845001221,4.587715148925781,-1.1602150201797485,0.8515627384185791,-0.36841872334480286,3.7991631031036377,0.5303403735160828,-2.060106039047241,3.270509719848633,Restaurant
54,La Cave,2.494581460952759,-7.577061176300049,4.423898696899414,4.466705322265625,1.6670984029769897,-0.2641763985157013,1.8071359395980835,2.194798469543457,1.2265962362289429,0.3954051733016968,6.676868915557861,1.1689358949661255,-4.684659481048584,-3.572456121444702,-0.9735314249992371,-1.8350236415863037,-1.547949194908142,2.820467948913574,-1.006325364112854,-0.8771294355392456,Restaurant
55,Il Teatro,1.7096798419952393,-3.631856918334961,3.1775782108306885,0.12240131944417953,4.212461471557617,0.5860693454742432,2.2864365577697754,-0.4484530985355377,0.9019829034805298,-1.446450114250183,8.686830520629883,-5.650240421295166,2.160442590713501,-2.878676176071167,-2.988849401473999,0.9236595034599304,0.7733953595161438,1.443050503730774,0.9004252552986145,-0.1674579530954361,Restaurant
56,La Tarte Tropézienne,2.951047420501709,-1.527967095375061,2.0369040966033936,1.1348803043365479,-1.609244465827942,3.3259851932525635,1.2065787315368652,-1.0011175870895386,-1.3138279914855957,-0.21870629489421844,5.769256591796875,-3.6002001762390137,0.2148139774799347,-6.626898765563965,-0.903668224811554,-0.4412367641925812,0.7030449509620667,5.037260055541992,2.2553625106811523,2.411604881286621,Restaurant
57,Le Jardin,2.0744690895080566,-2.696624755859375,4.9600982666015625,0.21677599847316742,-1.6910481452941895,-0.5178907513618469,0.9227172136306763,-0.8344218730926514,0.014556460082530975,2.759087562561035,5.180950164794922,-4.627769947052002,3.2080650329589844,-0.3806925117969513,-1.1438617706298828,1.0144940614700317,4.80953311920166,-0.2898552119731903,-1.2412916421890259,-1.7710189819335938,Restaurant
58,Gelateria Del Porto,0.9982622861862183,-7.748316287994385,-1.9083564281463623,4.589266777038574,1.6631280183792114,2.198791027069092,0.5879892110824585,2.2499465942382812,0.33902814984321594,2.779254198074341,8.42679500579834,-5.602904796600342,-1.46815824508667,-5.389890193939209,-2.199500560760498,-8.212995529174805,-2.139378309249878,4.555085182189941,-0.09901167452335358,-0.20438963174819946,Restaurant
59,"Boscolo Exedra Nice, Autograph Collection",2.6197152137756348,-8.344572067260742,-0.9040536284446716,1.4656717777252197,2.3870928287506104,-0.6174463033676147,3.309708595275879,4.913721561431885,0.5965403914451599,5.128273010253906,4.792788028717041,2.5786752700805664,2.8602116107940674,0.40955832600593567,-0.2843591272830963,-3.1862103939056396,7.0084638595581055,1.8417950868606567,0.9209995269775391,2.693183183670044,Restaurant
60,Sushi Shop,2.0712387561798096,-7.108151435852051,0.5570927858352661,4.66431188583374,1.6914255619049072,-0.5603548288345337,1.8423961400985718,-6.766523361206055,3.476240634918213,-3.494931221008301,9.088065147399902,1.798019528388977,11.465109825134277,-9.380236625671387,-0.5176525115966797,2.746368169784546,-0.3092229664325714,1.7110639810562134,0.5779539942741394,-3.8163468837738037,Restaurant
61,Habitat,4.708881855010986,0.25507932901382446,0.7160223722457886,1.2626451253890991,-4.475771427154541,0.4418967664241791,5.307248592376709,1.1001349687576294,1.1968597173690796,0.1677296906709671,-0.16886433959007263,1.7719627618789673,3.345784902572632,-6.071030616760254,2.3944714069366455,-0.9508581757545471,2.309253454208374,4.266551971435547,4.9886603355407715,2.9949662685394287,Shopping
62,C&A,-0.10929860919713974,-1.287398099899292,-1.7178504467010498,-0.544134259223938,-5.510229110717773,-1.1443006992340088,5.460599422454834,-1.2916549444198608,-0.6991214156150818,0.2973983883857727,-2.165644645690918,0.6383764147758484,-3.9409520626068115,-9.099611282348633,-0.1306084394454956,-7.033161163330078,4.225910186767578,1.782856822013855,8.94284725189209,2.6151556968688965,Shopping
63,Monoprix,-1.1192935705184937,-0.35676854848861694,-1.9457591772079468,1.1889444589614868,-2.1047983169555664,-1.0481736660003662,4.090633869171143,0.46604982018470764,3.9535183906555176,-1.1810040473937988,2.9672629833221436,-0.10230366140604019,-0.3808567225933075,-8.52402400970459,1.1875466108322144,-1.032288670539856,2.039278507232666,2.6809449195861816,2.8029110431671143,2.0504796504974365,Restaurant
64,Nice Étoile,2.954533100128174,-1.2877421379089355,3.6824522018432617,-1.0173860788345337,1.3989208936691284,4.856938362121582,-1.6492239236831665,1.4800660610198975,4.088825702667236,-1.9102321863174438,4.4570746421813965,0.02094917744398117,3.171130418777466,-7.169729232788086,0.2687076926231384,-0.2578587234020233,3.9559144973754883,-4.01353645324707,4.028244495391846,2.2235848903656006,Shopping
65,Flaveur,2.729398250579834,-3.280496120452881,4.3502044677734375,0.9452617168426514,3.8675971031188965,-0.09731871634721756,2.4127187728881836,-0.7160729765892029,-0.1890491098165512,2.133836269378662,2.9029853343963623,-4.241484642028809,2.845487594604492,-2.4211549758911133,-8.489821434020996,-3.004425287246704,3.110291004180908,-2.080658435821533,-7.434139728546143,-2.4944427013397217,Restaurant
66,Allianz Riviera,2.619615077972412,-3.066744565963745,0.4227588176727295,1.9029799699783325,1.6072797775268555,2.943146228790283,-1.941778540611267,1.4989193677902222,3.4976344108581543,-7.731904983520508,2.2440614700317383,5.536911964416504,3.5210025310516357,-5.370779037475586,-1.8620529174804688,-3.8466455936431885,10.141313552856445,-2.7572972774505615,4.258867263793945,3.4170680046081543,Entertainment
67,Bagel History,1.6001856327056885,-3.8886172771453857,-0.7860796451568604,6.091058254241943,3.3279058933258057,2.592194080352783,-0.34604185819625854,-1.046797275543213,3.354881763458252,-0.9365677237510681,7.759127616882324,-2.822077989578247,1.3113460540771484,-7.689803600311279,-1.0229227542877197,0.34823986887931824,1.1210039854049683,3.9513051509857178,6.272674560546875,-4.35529899597168,Restaurant
68,Intermarché Express,4.870582103729248,0.8402402997016907,-0.040499795228242874,-2.0747976303100586,0.5875311493873596,2.2416701316833496,7.885560512542725,-3.2019433975219727,3.6023831367492676,-0.3234159052371979,2.399245023727417,1.5837410688400269,2.8741037845611572,-5.850318908691406,-5.144348621368408,-5.3431620597839355,-2.7231032848358154,-0.5412461161613464,1.6040148735046387,0.6363283395767212,Grocery
69,Eric Zemmour,0.7744593620300293,-3.5554630756378174,2.0410232543945312,-2.603632688522339,-4.076096057891846,0.3766426742076874,7.254754543304443,1.1650774478912354,5.011191368103027,-0.6535421013832092,-3.763887643814087,-3.7700605392456055,1.959269404411316,-0.08237853646278381,-2.9786341190338135,-4.57282018661499,5.959794044494629,-4.973724842071533,1.6813113689422607,-5.41289758682251,Restaurant
